date,vix_open,vix_high,vix_low,vix_close,vix_prev_close,vix_change,vix_pct_change,nifty_open,nifty_high,nifty_low,nifty_close,nifty_prev_close,nifty_change,nifty_pct_change,vix_sma_5,vix_sma_10,vix_sma_20,vix_sma_50,vix_ema_9,vix_ema_21,vix_bb_upper,vix_bb_mid,vix_bb_lower,vix_bb_width,vix_bb_pct_b,vix_atr14,vix_atr14_pct,vix_rsi14,vix_zscore20,vix_roc_1,vix_roc_5,vix_roc_10,vix_roc_20,vix_intraday_range_pts,vix_intraday_range_pct,vix_vol_of_vol10,regime,regime_num,regime_streak,vix_hist_pct,nifty_sma_20,nifty_sma_50,nifty_daily_return,nifty_vol20,vix_nifty_corr20,vix_nifty_ratio,nifty_drawdown_pct
2026-08-19,11.3900,11.7300,10.0600,11.3200,11.3900,-0.0700,-0.6146,24152.0500,24172.8500,24025.6500,24078.3000,24154.9000,-76.6000,-0.3171,11.3540,11.6890,12.0865,12.8190,11.5872,12.0245,13.4906,12.0865,10.6824,0.2323,0.2270,1.3312,11.7593,35.4400,-1.0918,-0.6146,-3.1651,-6.1360,-14.8232,1.6700,14.7527,1.3539,COMPLACENT,1,7,12.6000,24328.2000,24139.8800,-0.3171,9.3443,-0.5012,0.4701,-2.8094
2026-08-20,11.3200,11.3200,9.3300,10.7600,11.3200,-0.5600,-4.9470,24225.4500,24265.1500,24184.5500,24231.8500,24078.3000,153.5500,0.6377,11.2220,11.5490,11.9505,12.7216,11.4217,11.9095,13.3125,11.9505,10.5885,0.2279,0.0630,1.3782,12.8087,31.0300,-1.7481,-4.9470,-5.7793,-11.5132,-20.1780,1.9900,18.4944,1.8181,COMPLACENT,1,8,8.8000,24346.3100,24160.2200,0.6377,9.3560,-0.3136,0.4440,-2.1896
2026-08-21,10.7600,11.3500,9.5700,11.2000,10.7600,0.4400,4.0892,24284.0500,24284.0500,24206.8000,24252.0000,24231.8500,20.1500,0.0832,11.2000,11.4530,11.8090,12.6334,11.3774,11.8450,12.7985,11.8090,10.8195,0.1676,0.1923,1.4069,12.5617,37.6000,-1.2310,4.0892,-0.9726,-7.8947,-20.1711,1.7800,15.8929,2.4635,COMPLACENT,1,9,11.6000,24370.5400,24182.0300,0.0832,9.1641,0.1399,0.4618,-2.1082
2026-08-24,11.2000,11.7600,10.3200,11.5300,11.2000,0.3300,2.9464,24285.0500,24313.0000,24144.3000,24219.0500,24252.0000,-32.9500,-0.1359,11.2400,11.3810,11.7525,12.5696,11.4079,11.8164,12.6633,11.7525,10.8417,0.1550,0.3779,1.4093,12.2227,42.0600,-0.4886,2.9464,1.7652,-5.8776,-8.9258,1.4400,12.4892,2.7030,COMPLACENT,1,10,14.2000,24381.6900,24193.9500,-0.1359,8.6112,0.3710,0.4761,-2.2412
2026-08-25,11.5300,11.6200,9.4500,11.0800,11.5300,-0.4500,-3.9029,24175.7500,24334.5500,24115.4500,24334.5500,24219.0500,115.5000,0.4769,11.1780,11.3030,11.6785,12.5042,11.3423,11.7494,12.5528,11.6785,10.8042,0.1497,0.1577,1.4636,13.2095,38.0600,-1.3691,-3.9029,-2.7217,-6.5767,-11.7834,2.1700,19.5848,2.7885,COMPLACENT,1,11,10.6000,24399.1500,24203.5600,0.4769,8.7352,0.6760,0.4553,-1.7750
2026-08-26,11.0800,11.0800,10.1300,10.5700,11.0800,-0.5100,-4.6029,24341.9500,24378.6000,24207.7500,24207.7500,24334.5500,-126.8000,-0.5211,11.0280,11.1910,11.6065,12.4484,11.1879,11.6422,12.5955,11.6065,10.6175,0.1704,-0.0240,1.4269,13.4998,34.1100,-2.0961,-4.6029,-6.6254,-9.5808,-11.9900,0.9500,8.9877,3.0557,COMPLACENT,1,12,7.9000,24397.0300,24207.9400,-0.5211,8.0722,0.7377,0.4366,-2.2868
2026-08-27,10.5700,11.2800,10.3600,11.0700,10.5700,0.5000,4.7304,24277.6000,24297.4500,24090.8500,24090.8500,24207.7500,-116.9000,-0.4829,11.0900,11.1560,11.5520,12.4060,11.1643,11.5902,12.5327,11.5520,10.5713,0.1698,0.2542,1.3907,12.5629,40.6200,-0.9830,4.7304,2.8810,-3.0648,-8.9638,0.9200,8.3107,3.4902,COMPLACENT,1,13,10.6000,24385.7200,24208.0400,-0.4829,8.1676,0.8065,0.4595,-2.7587
2026-08-28,11.0700,11.1400,10.5300,10.6800,11.0700,-0.3900,-3.5230,24122.6000,24188.3000,24076.8500,24175.6500,24090.8500,84.8000,0.3520,10.9860,11.0930,11.4980,12.3662,11.0674,11.5075,12.5470,11.4980,10.4490,0.1825,0.1101,1.3350,12.4995,37.5100,-1.5596,-3.5230,-4.6429,-5.5703,-9.1837,0.6100,5.7116,3.6386,COMPLACENT,1,14,8.4000,24375.3200,24208.1900,0.3520,8.2130,0.8183,0.4418,-2.4164
2026-08-31,10.6800,11.4400,10.6800,11.1900,10.6800,0.5100,4.7753,24117.5500,24128.7000,23993.6000,24080.4000,24175.6500,-95.2500,-0.3940,10.9180,11.0790,11.4610,12.3306,11.0919,11.4786,12.4980,11.4610,10.4240,0.1810,0.3693,1.2939,11.5629,43.6000,-0.5227,4.7753,-2.9488,-1.2357,-6.2028,0.7600,6.7918,4.0072,COMPLACENT,1,15,11.5000,24340.6200,24209.5400,-0.3940,5.5333,0.8262,0.4647,-2.8009
2026-09-01,11.1900,12.1200,9.2500,11.4900,11.1900,0.3000,2.6810,24077.5500,24143.1500,23952.5500,24055.8000,24080.4000,-24.6000,-0.1022,11.0000,11.0890,11.4260,12.3036,11.1716,11.4796,12.4050,11.4260,10.4470,0.1714,0.5327,1.4065,12.2408,46.8800,0.1307,2.6810,3.7004,0.8780,-5.7424,2.8700,24.9782,4.0986,COMPLACENT,1,16,13.9000,24312.6700,24208.6000,-0.1022,5.2058,0.7528,0.4776,-2.9002
2026-09-02,11.4900,12.1100,10.5500,11.5900,11.4900,0.1000,0.8703,23858.0000,23914.4500,23786.8000,23914.4500,24055.8000,-141.3500,-0.5876,11.2040,11.1160,11.4025,12.2566,11.2552,11.4897,12.3391,11.4025,10.4659,0.1643,0.6001,1.4174,12.2298,47.9600,0.4004,0.8703,9.6500,2.3852,-3.8972,1.5600,13.4599,4.0942,COMPLACENT,1,17,14.7000,24277.1600,24210.4000,-0.5876,5.4310,0.6064,0.4846,-3.4707
